
              X1               X2               X3               X4               X5 
      0.13895209       0.89205983       0.22046240        1.9034014       0.75035300 
      0.23276126       0.90854286       0.28297171        1.3067537        1.5232014 
      0.30331346       0.80150610       0.37269146        1.5909023       0.98827929 
      0.12018624       0.92946839       0.39493199        1.4128447        1.3640649 
     0.072055054       0.95360843       0.23872219        1.7992185       0.70095721 
      0.10254283       0.92662224       0.27070880        1.7045852       0.78392477 
      0.18488235       0.85312429       0.11988718        1.7999528       0.85197587 
      0.32024964       0.79694507       0.30702232        1.7834753       0.74204719 
      0.74801811       0.76857519       0.35366208        1.2163276        2.1837677 
      0.58979987       0.58630978       0.32136571        1.6440309       0.85327577 
      0.33416619       0.83859801       0.23899557        1.4065390        1.6794915 
       1.1717582       0.57844441       0.39304440        1.3100741        2.2465036 
      0.22915257       0.85109624       0.15210564        1.5109903       0.81593570 
      0.20956898       0.90164271       0.21229171        1.5215197        1.3365055 
      0.11878196       0.90704949       0.12835929        1.6891147       0.89397297 
      0.22582351       0.91988705       0.23834452        1.2807223        1.8952163 
      0.19763289       0.92138899       0.43016415        1.2768239        1.4660427 
      0.15907458       0.88413385       0.30207789        1.7452938       0.80644617 
      0.27107887       0.86086990       0.34037314        1.4770281        1.1819923 
      0.81565279       0.67966980       0.43613551        1.2764403        1.5544517 
      0.58719939       0.82920027       0.31408426        1.1059335        2.9356427 
      0.30591369       0.75951358       0.21242995        1.7970364       0.67381993 
     0.042579760       0.96563125       0.15775658        1.9687069       0.59638805 
      0.15838905       0.89685684       0.15254950        1.6888154       0.87343827 
      0.19761549       0.88698341       0.27873707        1.6184319        1.0709662 
      0.32459930       0.89527757       0.24570388        1.1183376        1.9334601 
      0.11866761       0.89405663       0.24353490        1.9898457       0.82580750 
      0.28120984       0.88901258       0.39724656        1.2134473        1.5626349 
      0.31717371       0.68243543       0.26909788        1.8931313       0.67208978 
      0.47424200       0.70547953       0.27898284        1.5816685       0.97969566 
      0.31411728       0.88103353       0.35797736        1.3052918        1.9307639 
      0.16157002       0.92335397       0.26682960        1.4281190        1.3211365 
      0.25433644       0.89419560       0.20408868        1.2936267        1.5804496 
      0.29662827       0.74247257       0.33624311        1.8157877       0.67785772 
      0.14795779       0.93118621       0.27923744        1.4240681        1.1810185 
      0.28700057       0.90454804       0.19719092        1.2239723        2.1567354 
      0.32052874       0.83391987       0.28635387        1.4657813        1.0791160 
      0.39686744       0.79650042       0.16942693        1.5079856        1.2018081 
      0.34486090       0.87135945       0.43997283        1.1884987        1.8319887 
      0.13978624       0.95019685       0.17676017        1.2579597        1.8283060 
      0.21456084       0.91012170       0.38183184        1.4190259        1.7202035 
      0.17539438       0.90525067       0.24661109        1.4532481        1.0870514 
      0.59191950       0.76943919       0.45080496        1.4141546        1.4696322 
      0.31991392       0.87402532       0.34548944        1.2420812        1.6318625 
     0.094317758       0.89833227       0.20931500        2.0585337       0.53718245 
      0.28718407       0.80865362       0.20508045        1.6040095       0.95655823 
      0.16326230       0.88158772       0.25101324        1.6771837       0.85292724 
      0.38596023       0.76095676       0.28487441        1.5512123        1.0505862 
      0.20781737       0.90985440       0.25382847        1.4000260        1.8616933 
      0.28333307       0.82670174       0.30452270        1.5597359        1.0822912 
      0.15832519       0.89678319       0.26092453        1.6592591       0.93534036 
     0.064685817       0.94929339       0.20555909        1.7043710       0.77479568 
      0.52835681       0.68549919       0.32735880        1.5220634        1.1228835 
     0.086728684       0.94663221       0.27955841        1.6332128       0.98212560 
      0.18020012       0.90361482       0.18619327        1.5071727        1.1860591 
      0.12275195       0.94820821       0.20892819        1.4694497        1.5702012 
      0.27293329       0.77997324       0.17814511        1.8576883       0.68765713 
